Customer ID,Age,Gender,Annual Income (k$),Spending Score (1-100),Purchase Frequency,Payment Method,Browsing Time (min),Total Purchases,Satisfaction Level
109366,52,Male,107,62,21,Cash,105,39,Medium
109367,32,Female,58,13,3,Credit Card,114,1,Low
109368,49,Male,97,83,12,Credit Card,62,17,Medium
109369,23,Male,147,65,8,UPI,55,3,Medium
109370,38,Male,113,45,15,UPI,21,23,Medium
109371,50,Male,39,47,11,Debit Card,94,1,Medium
109372,49,Male,116,16,23,Credit Card,8,24,Low
109373,36,Male,87,3,13,UPI,37,13,Low
109374,50,Female,136,70,6,UPI,66,20,Medium
109375,45,Male,85,95,13,UPI,85,20,Medium
109376,48,Female,131,5,11,Debit Card,110,12,Low
109377,38,Male,96,26,6,Debit Card,76,17,Low
109378,51,Female,144,92,6,Credit Card,94,21,Medium
109379,32,Female,130,15,5,Debit Card,47,40,Low
109380,31,Female,24,73,7,Credit Card,88,24,Medium
109381,36,Male,144,55,23,Credit Card,46,30,Medium
109382,32,Male,74,22,23,Credit Card,55,23,Low
109383,23,Male,59,37,19,UPI,42,23,Low
109384,26,Male,133,85,11,Cash,47,47,Medium
109385,54,Male,21,29,6,UPI,52,17,Low
109386,37,Male,86,26,9,UPI,46,2,Low
109387,51,Female,35,70,20,Debit Card,61,42,Medium
109388,55,Female,111,11,18,UPI,58,24,Low
109389,43,Female,61,20,8,Credit Card,101,33,Low
109390,35,Male,15,84,18,Cash,108,45,High
109391,45,Male,142,91,5,Debit Card,21,44,Medium
109392,26,Female,108,70,6,Cash,55,15,Medium
109393,49,Male,146,33,2,Debit Card,13,32,Low
109394,23,Male,48,30,22,UPI,88,42,Low
109395,31,Male,101,50,24,UPI,12,34,Medium
109396,45,Female,46,34,4,UPI,109,22,Low
109397,41,Female,17,5,19,UPI,67,31,Low
109398,30,Male,82,80,4,Debit Card,116,15,Medium
109399,29,Female,71,12,16,Debit Card,114,20,Low
109400,36,Female,128,76,1,Credit Card,60,42,Medium
109401,38,Male,47,75,16,Debit Card,74,23,High
109402,44,Male,145,52,1,Debit Card,13,31,Medium
109403,36,Female,146,51,24,UPI,79,2,Medium
109404,41,Female,44,21,17,Credit Card,115,13,Low
109405,43,Male,84,71,5,Cash,115,42,Medium
109406,45,Male,63,58,16,Debit Card,9,32,Medium
109407,35,Male,44,98,3,Cash,76,49,Medium
109408,53,Female,96,64,10,UPI,68,16,Medium
109409,59,Female,148,93,18,UPI,56,15,High
109410,46,Male,38,6,21,Cash,39,25,Low
109411,34,Male,129,98,18,Cash,64,12,High
109412,21,Male,106,49,17,Credit Card,93,28,Medium
109413,46,Male,35,72,11,Debit Card,104,41,Medium
109414,21,Female,22,37,9,Debit Card,43,12,Low
109415,27,Male,50,10,11,Debit Card,117,21,Low
109416,42,Male,138,80,9,Debit Card,112,12,Medium
109417,48,Female,23,66,17,Credit Card,10,49,Medium
109418,20,Male,54,56,20,UPI,92,16,Medium
109419,19,Female,143,83,5,Cash,25,10,Medium
109420,42,Female,131,71,12,UPI,40,10,Medium
109421,23,Female,82,66,18,Credit Card,22,2,Medium
109422,43,Male,17,45,16,Debit Card,116,27,Medium
109423,25,Female,122,87,9,UPI,5,30,Medium
109424,52,Male,136,95,8,Debit Card,97,33,Medium
109425,44,Female,23,68,6,Cash,21,16,Medium
109426,42,Female,18,64,17,UPI,73,10,Medium
109427,35,Female,20,16,14,Debit Card,118,15,Low
109428,18,Male,87,10,21,Credit Card,10,26,Low
109429,56,Male,40,21,24,Cash,62,15,Low
109430,20,Female,144,92,14,Debit Card,49,6,Medium
109431,21,Male,128,12,4,Debit Card,76,17,Low
109432,58,Female,99,13,8,Credit Card,93,45,Low
109433,54,Female,100,81,22,Cash,87,1,High
109434,32,Female,145,82,17,Credit Card,52,23,High
109435,25,Female,49,10,1,Cash,54,34,Low
109436,55,Male,128,92,3,Debit Card,107,35,Medium
109437,36,Female,73,13,17,Debit Card,60,43,Low
109438,43,Male,52,34,20,Cash,13,25,Low
109439,56,Female,47,59,3,Debit Card,96,1,Medium
109440,27,Female,135,49,7,UPI,66,25,Medium
109441,55,Female,114,6,11,Debit Card,35,38,Low
109442,31,Female,59,12,15,Cash,69,16,Low
109443,58,Female,62,29,7,UPI,109,47,Low
109444,36,Male,132,77,5,Cash,65,41,Medium
109445,47,Male,43,26,17,UPI,14,12,Low
109446,22,Female,98,68,5,UPI,57,10,Medium
109447,48,Male,127,79,1,Credit Card,68,27,Medium
109448,24,Male,131,16,22,Credit Card,68,39,Low
109449,36,Female,57,53,24,UPI,54,42,Medium
109450,48,Female,33,19,7,UPI,90,7,Low
109451,56,Female,22,47,17,UPI,69,6,Medium
109452,41,Female,25,90,8,Credit Card,81,45,Medium
109453,51,Male,22,32,12,Credit Card,18,11,Low
109454,40,Male,127,70,2,Credit Card,27,24,Medium
109455,57,Male,52,70,17,UPI,107,40,Medium
109456,23,Male,149,61,22,UPI,32,25,Medium
109457,55,Female,131,5,20,Cash,97,37,Low
109458,58,Female,88,59,14,Debit Card,62,3,Medium
109459,53,Female,86,2,23,Debit Card,44,4,Low
109460,44,Female,120,2,3,Credit Card,68,4,Low
109461,28,Male,132,3,19,Credit Card,101,41,Low
109462,22,Male,34,70,14,Debit Card,6,1,Medium
109463,34,Female,25,95,8,Credit Card,47,30,Medium
109464,24,Male,56,43,7,UPI,101,15,Medium
109465,44,Male,104,5,5,Debit Card,92,45,Low
109466,32,Female,66,50,3,UPI,16,31,Medium
109467,30,Male,66,10,1,Debit Card,108,37,Low
109468,28,Female,109,27,19,Debit Card,96,5,Low
109469,43,Male,149,24,15,Credit Card,39,43,Low
109470,39,Male,16,22,1,UPI,78,21,Low
109471,45,Female,39,89,5,UPI,115,35,Medium
109472,41,Female,90,3,20,Cash,112,4,Low
109473,46,Female,108,16,11,UPI,102,7,Low
109474,26,Male,108,30,14,UPI,73,29,Low
109475,59,Female,55,43,22,Credit Card,67,36,Medium
109476,21,Male,101,4,18,Cash,45,35,Low
109477,35,Female,95,40,20,UPI,68,32,Low
109478,33,Male,138,16,9,Credit Card,22,42,Low
109479,50,Female,91,72,15,Debit Card,74,11,Medium
109480,46,Female,52,88,11,UPI,15,33,Medium
109481,56,Male,56,16,5,Credit Card,114,41,Low
109482,27,Male,92,91,15,Debit Card,69,17,Medium
109483,26,Female,78,66,24,UPI,27,12,Medium
109484,48,Male,146,55,2,UPI,8,1,Medium
109485,45,Female,139,20,12,Credit Card,11,23,Low
109486,20,Male,41,51,23,Debit Card,45,7,Medium
109487,31,Male,73,84,7,Debit Card,53,14,Medium
109488,42,Female,79,84,2,Debit Card,21,41,Medium
109489,32,Female,39,83,8,Debit Card,79,44,Medium
109490,19,Male,51,57,9,UPI,59,40,Medium
109491,41,Male,138,51,5,Debit Card,31,7,Medium
109492,31,Male,85,18,15,Credit Card,16,14,Low
109493,24,Male,108,77,19,Credit Card,51,34,High
109494,53,Female,81,81,19,UPI,38,2,High
109495,41,Female,117,59,13,Credit Card,12,20,Medium
109496,44,Male,105,97,13,Cash,27,17,Medium
109497,54,Female,104,28,6,UPI,30,10,Low
109498,55,Male,84,69,1,Cash,38,5,Medium
109499,47,Male,73,28,10,Debit Card,36,33,Low
109500,44,Male,26,89,6,Cash,10,37,Medium
109501,56,Female,65,84,3,UPI,69,36,Medium
109502,32,Male,24,85,13,Debit Card,63,44,Medium
109503,43,Female,23,13,19,Credit Card,54,46,Low
109504,18,Female,101,6,10,UPI,72,11,Low
109505,21,Male,108,29,13,Debit Card,93,21,Low
109506,46,Female,66,9,7,UPI,12,4,Low
109507,18,Male,36,29,15,Debit Card,44,25,Low
109508,39,Male,87,38,23,UPI,50,41,Low
109509,28,Female,97,65,4,UPI,88,35,Medium
109510,27,Male,86,56,11,UPI,82,35,Medium
109511,34,Female,132,30,8,UPI,37,35,Low
109512,53,Female,82,96,2,Cash,62,39,Medium
109513,43,Female,19,59,1,Debit Card,7,33,Medium
109514,38,Male,97,87,1,Debit Card,83,13,Medium
109515,30,Female,135,58,16,UPI,31,4,Medium
109516,26,Male,20,10,18,UPI,87,44,Low
109517,28,Male,83,21,11,Credit Card,69,40,Low
109518,28,Female,72,56,22,Debit Card,61,38,Medium
109519,23,Female,57,26,8,Cash,39,42,Low
109520,18,Male,86,15,19,Debit Card,56,45,Low
109521,23,Female,105,81,12,Debit Card,101,30,Medium
109522,30,Female,51,35,6,Debit Card,55,27,Low
109523,39,Female,72,89,24,Credit Card,21,35,High
109524,48,Male,141,15,16,Cash,81,28,Low
109525,39,Female,51,97,8,UPI,56,41,Medium
109526,54,Male,30,75,7,Cash,52,42,Medium
109527,44,Male,124,88,20,UPI,62,45,High
109528,31,Female,145,6,3,UPI,80,48,Low
109529,22,Female,26,28,23,Cash,107,8,Low
109530,53,Male,37,63,1,Credit Card,30,26,Medium
109531,49,Male,125,29,23,Credit Card,31,43,Low
109532,51,Female,66,48,6,UPI,28,34,Medium
109533,24,Male,141,63,3,Credit Card,85,29,Medium
109534,59,Female,43,58,19,Credit Card,15,2,Medium
109535,27,Male,135,21,2,Credit Card,90,6,Low
109536,34,Female,115,76,17,Credit Card,12,48,High
109537,47,Male,25,22,16,UPI,110,16,Low
109538,38,Female,103,27,21,Credit Card,52,7,Low
109539,30,Female,72,85,7,Cash,36,11,Medium
109540,18,Male,33,79,23,Cash,33,16,High
109541,18,Female,64,57,6,UPI,110,6,Medium
109542,50,Male,136,82,11,Debit Card,100,37,Medium
109543,55,Male,86,10,15,Credit Card,108,9,Low
109544,42,Male,69,22,22,Cash,9,3,Low
109545,43,Male,113,44,11,Debit Card,53,29,Medium
109546,30,Female,84,84,7,Cash,17,8,Medium
109547,45,Male,131,83,15,Cash,93,40,Medium
109548,50,Male,40,28,16,Debit Card,46,17,Low
109549,54,Male,143,50,8,Credit Card,14,38,Medium
109550,58,Female,128,51,5,UPI,30,44,Medium
109551,47,Male,79,1,17,UPI,30,6,Low
109552,25,Female,24,34,23,UPI,89,47,Low
109553,18,Female,109,35,2,Credit Card,27,11,Low
109554,29,Male,135,90,21,Credit Card,48,10,High
109555,22,Female,140,61,7,Cash,80,2,Medium
109556,41,Male,51,30,23,UPI,43,29,Low
109557,23,Female,83,76,21,UPI,47,6,High
109558,42,Female,55,78,6,Cash,56,49,Medium
109559,18,Male,59,68,12,Cash,62,9,Medium
109560,42,Female,137,76,16,Debit Card,93,2,High
109561,18,Male,140,88,11,Debit Card,80,4,Medium
109562,49,Female,41,40,22,Credit Card,104,41,Low
109563,59,Male,98,95,17,UPI,36,40,High
109564,59,Male,63,65,10,Cash,22,30,Medium
109565,20,Male,110,37,23,UPI,46,4,Low
109566,36,Male,135,64,16,Credit Card,88,1,Medium
109567,46,Female,128,1,16,UPI,6,43,Low
109568,19,Male,28,15,15,Cash,64,11,Low
109569,26,Male,76,13,15,Cash,37,7,Low
109570,34,Male,57,29,23,Cash,50,18,Low
109571,53,Male,110,55,20,Credit Card,85,8,Medium
109572,34,Female,41,45,4,Cash,63,30,Medium
109573,29,Male,82,4,22,Debit Card,104,15,Low
109574,37,Female,141,64,3,Cash,98,10,Medium
109575,20,Male,62,15,14,UPI,61,46,Low
109576,21,Male,81,48,10,Cash,66,2,Medium
109577,34,Male,39,76,6,Cash,67,42,Medium
109578,54,Male,133,56,11,UPI,77,15,Medium
109579,59,Male,23,89,4,Credit Card,35,22,Medium
109580,32,Male,109,91,10,Credit Card,43,34,Medium
109581,50,Female,73,70,16,Credit Card,89,49,Medium
109582,33,Female,31,87,24,Credit Card,26,3,High
109583,28,Male,109,15,21,Cash,21,4,Low
109584,37,Male,146,39,8,Cash,7,25,Low
109585,55,Male,115,69,9,Debit Card,36,5,Medium
109586,41,Female,56,87,4,Credit Card,37,12,Medium
109587,33,Male,63,79,17,UPI,68,24,High
109588,47,Female,20,89,10,UPI,14,19,Medium
109589,51,Female,87,60,23,UPI,9,32,Medium
109590,18,Female,46,94,13,UPI,72,12,Medium
109591,41,Female,96,44,23,Debit Card,119,37,Medium
109592,41,Female,83,43,21,Debit Card,42,47,Medium
109593,26,Male,128,4,21,Debit Card,100,27,Low
109594,39,Female,41,77,17,Credit Card,106,18,High
109595,29,Female,80,50,19,Cash,45,25,Medium
109596,34,Male,65,39,17,UPI,88,23,Low
109597,42,Male,89,54,23,UPI,77,3,Medium
109598,45,Female,64,23,21,Debit Card,65,2,Low
109599,32,Male,106,60,4,Credit Card,19,11,Medium
109600,47,Male,126,80,23,Debit Card,56,46,High
109601,44,Male,82,35,6,UPI,12,37,Low
109602,39,Female,120,54,14,UPI,60,30,Medium
109603,27,Female,90,58,9,Debit Card,102,13,Medium
109604,48,Male,100,62,6,UPI,34,40,Medium
109605,44,Male,121,80,10,Cash,78,6,Medium
109606,29,Female,70,48,6,Cash,82,12,Medium
109607,48,Female,94,7,9,Debit Card,38,39,Low
109608,49,Male,38,45,13,Cash,63,43,Medium
109609,49,Female,42,13,16,Cash,60,8,Low
109610,58,Female,135,53,16,Debit Card,90,9,Medium
109611,52,Male,107,93,19,Debit Card,17,4,High
109612,38,Male,99,39,5,Debit Card,55,37,Low
109613,27,Female,126,84,11,Cash,63,36,Medium
109614,33,Female,136,93,21,UPI,66,32,High
109615,24,Female,103,18,15,Credit Card,33,12,Low
109616,21,Male,45,22,8,UPI,97,18,Low
109617,44,Male,125,36,15,Debit Card,66,31,Low
109618,42,Male,56,53,11,UPI,11,47,Medium
109619,48,Male,116,72,13,Credit Card,48,40,Medium
109620,28,Female,64,3,23,UPI,10,43,Low
109621,37,Male,138,62,2,Debit Card,103,46,Medium
109622,53,Male,147,29,2,Credit Card,66,39,Low
109623,34,Female,27,73,23,Cash,105,29,High
109624,28,Male,46,8,12,UPI,72,48,Low
109625,47,Female,93,94,20,Cash,82,40,High
109626,52,Male,105,76,22,Cash,74,29,High
109627,58,Female,20,46,9,Credit Card,21,27,Medium
109628,55,Female,39,92,20,Cash,53,11,High
109629,39,Female,82,56,15,Cash,28,33,Medium
109630,44,Male,40,49,7,UPI,81,49,Medium
109631,54,Female,32,43,14,Credit Card,16,39,Medium
109632,52,Male,87,10,17,Debit Card,61,18,Low
109633,21,Male,76,13,2,Debit Card,33,44,Low
109634,33,Male,82,57,9,Credit Card,92,20,Medium
109635,33,Male,62,2,13,Cash,66,28,Low
109636,38,Male,77,65,5,UPI,102,22,Medium
109637,43,Male,148,86,4,Cash,82,32,Medium
109638,53,Female,65,97,23,Debit Card,31,21,High
109639,36,Female,26,80,21,UPI,9,37,High
109640,34,Male,140,42,1,Credit Card,44,27,Medium
109641,43,Male,23,58,9,Cash,51,38,Medium
109642,39,Male,21,93,24,Cash,13,26,High
109643,45,Male,72,10,16,UPI,20,23,Low
109644,18,Male,54,63,19,Cash,17,34,Medium
109645,53,Female,103,71,3,Credit Card,58,12,Medium
109646,54,Female,45,61,3,UPI,19,11,Medium
109647,19,Male,40,1,7,Credit Card,104,36,Low
109648,34,Male,120,26,18,Credit Card,29,32,Low
109649,57,Female,98,5,20,Credit Card,20,39,Low
109650,55,Male,90,35,7,Credit Card,48,37,Low
109651,38,Male,137,13,24,Cash,112,43,Low
109652,26,Male,56,27,16,UPI,99,16,Low
109653,30,Female,147,12,21,Cash,51,42,Low
109654,28,Female,75,94,24,Debit Card,105,31,High
109655,33,Male,58,50,4,Credit Card,37,41,Medium
109656,33,Female,49,96,13,Credit Card,88,6,Medium
109657,19,Female,122,59,10,Debit Card,30,13,Medium
109658,59,Male,105,31,2,Debit Card,103,36,Low
109659,25,Female,142,69,19,Credit Card,44,11,Medium
109660,59,Female,15,37,14,Cash,75,11,Low
109661,30,Female,57,2,6,Cash,49,48,Low
109662,34,Female,46,71,13,Credit Card,110,20,Medium
109663,56,Female,117,65,22,UPI,99,29,Medium
109664,41,Female,47,3,12,Debit Card,85,19,Low
109665,20,Male,109,20,12,Cash,47,30,Low
109666,47,Male,123,2,23,UPI,76,6,Low
109667,30,Male,80,42,12,Credit Card,27,17,Medium
109668,36,Female,44,43,11,Credit Card,51,18,Medium
109669,24,Male,24,21,14,Cash,48,36,Low
109670,26,Female,37,45,4,Cash,86,18,Medium
109671,36,Female,111,96,13,Credit Card,46,43,Medium
109672,57,Male,53,20,8,Cash,16,12,Low
109673,39,Female,137,43,24,Cash,98,42,Medium
109674,35,Male,117,50,23,Cash,40,3,Medium
109675,40,Female,36,95,3,Credit Card,83,47,Medium
109676,19,Male,19,43,14,Debit Card,86,18,Medium
109677,28,Male,97,97,19,UPI,93,16,High
109678,48,Male,46,24,18,Debit Card,17,39,Low
109679,50,Male,75,82,11,Credit Card,92,43,Medium
109680,31,Female,39,84,13,UPI,85,28,Medium
109681,33,Male,78,60,23,Credit Card,69,42,Medium
109682,28,Female,105,32,6,Debit Card,105,9,Low
109683,50,Male,56,5,23,Credit Card,117,20,Low
109684,24,Male,53,2,18,Cash,31,18,Low
109685,48,Male,16,26,20,Cash,24,25,Low
109686,31,Female,95,25,1,Debit Card,22,21,Low
109687,45,Male,15,50,2,Cash,68,45,Medium
109688,33,Male,123,86,7,Debit Card,13,26,Medium
109689,36,Female,139,39,5,Credit Card,78,23,Low
109690,34,Male,78,86,19,Credit Card,29,10,High
109691,43,Female,96,75,2,Debit Card,117,44,Medium
109692,23,Male,92,11,3,UPI,5,13,Low
109693,26,Male,125,63,20,Debit Card,63,37,Medium
109694,34,Male,30,68,10,UPI,40,12,Medium
109695,48,Female,68,97,10,Debit Card,22,36,Medium
109696,29,Male,138,18,21,Credit Card,51,3,Low
109697,40,Male,94,95,8,Cash,83,14,Medium
109698,22,Male,93,28,9,Debit Card,37,35,Low
109699,53,Female,141,42,2,UPI,26,34,Medium
109700,53,Female,37,60,3,Cash,92,40,Medium
109701,20,Female,52,22,16,UPI,69,29,Low
109702,41,Female,91,40,4,UPI,15,30,Low
109703,34,Female,46,62,23,UPI,111,7,Medium
109704,56,Female,126,3,6,UPI,30,2,Low
109705,43,Male,120,71,13,Debit Card,94,18,Medium
109706,21,Male,105,63,6,Cash,74,26,Medium
109707,29,Male,112,20,10,Cash,101,17,Low
109708,18,Male,59,71,23,Cash,67,46,High
109709,38,Male,63,71,17,Cash,82,12,High
109710,36,Female,18,93,8,Credit Card,92,32,Medium
109711,38,Female,78,26,9,Credit Card,42,49,Low
109712,35,Female,122,41,2,Debit Card,53,29,Medium
109713,20,Male,135,3,17,Cash,109,48,Low
109714,49,Female,104,43,20,Credit Card,21,10,Medium
109715,27,Male,70,17,11,Cash,61,36,Low
109716,57,Female,34,84,18,Debit Card,18,2,High
109717,32,Male,91,98,22,UPI,87,37,High
109718,22,Female,101,53,3,Debit Card,12,14,Medium
109719,21,Male,129,52,9,Credit Card,60,10,Medium
109720,45,Female,108,33,8,Credit Card,27,40,Low
109721,21,Male,147,80,7,Credit Card,48,1,Medium
109722,32,Female,128,60,7,Debit Card,70,41,Medium
109723,34,Male,23,87,23,Debit Card,7,21,High
109724,20,Male,57,68,21,Debit Card,57,5,Medium
109725,27,Male,18,56,8,Cash,17,9,Medium
109726,59,Male,79,64,20,Credit Card,73,9,Medium
109727,40,Female,112,97,5,Debit Card,86,18,Medium
109728,35,Female,69,8,3,Debit Card,5,5,Low
109729,18,Female,101,69,19,Cash,105,16,Medium
109730,52,Male,104,33,2,Credit Card,25,34,Low
109731,48,Female,58,25,14,UPI,112,4,Low
109732,18,Male,19,71,21,UPI,87,21,High
109733,20,Female,43,7,2,Credit Card,60,37,Low
109734,20,Male,140,59,10,Cash,106,40,Medium
109735,54,Female,18,33,20,Credit Card,102,44,Low
109736,36,Male,113,41,10,UPI,6,14,Medium
109737,46,Male,63,33,17,Debit Card,88,27,Low
109738,42,Female,99,29,2,Credit Card,35,49,Low
109739,50,Female,136,39,1,UPI,17,12,Low
109740,53,Female,130,57,18,Debit Card,18,27,Medium
109741,46,Male,147,96,4,Credit Card,106,34,Medium
109742,43,Male,99,93,1,Cash,80,4,Medium
109743,21,Male,75,64,22,UPI,61,43,Medium
109744,31,Female,100,86,17,Debit Card,17,44,High
109745,44,Male,32,66,3,Debit Card,92,2,Medium
109746,50,Female,146,9,2,Cash,108,42,Low
109747,39,Male,18,29,18,UPI,99,42,Low
109748,20,Female,141,97,4,Debit Card,18,32,Medium
109749,40,Male,62,74,3,Cash,118,2,Medium
109750,38,Male,60,28,12,UPI,98,22,Low
109751,58,Female,60,53,22,Cash,31,19,Medium
109752,40,Male,62,46,16,Cash,104,26,Medium
109753,21,Male,134,39,11,Cash,74,20,Low
109754,38,Female,146,76,10,Cash,64,36,Medium
109755,54,Male,33,58,19,UPI,74,18,Medium
109756,48,Female,33,86,10,Cash,19,14,Medium
109757,38,Female,56,54,21,Cash,60,20,Medium
109758,43,Male,106,6,3,Debit Card,92,45,Low
109759,58,Male,19,45,24,UPI,66,24,Medium
109760,52,Male,62,40,6,UPI,17,47,Low
109761,55,Female,40,23,14,Cash,11,47,Low
109762,41,Male,88,98,12,Cash,113,31,Medium
109763,28,Female,123,42,8,Credit Card,25,36,Medium
109764,58,Male,149,38,2,Cash,106,15,Low
109765,46,Male,101,16,9,UPI,106,46,Low
109766,20,Female,87,74,14,Debit Card,18,7,Medium
109767,18,Male,70,47,1,UPI,7,49,Medium
109768,36,Male,145,21,3,Debit Card,67,23,Low
109769,39,Male,140,74,20,Cash,47,29,High
109770,31,Male,73,75,6,Credit Card,113,41,Medium
109771,31,Male,52,21,20,Debit Card,103,4,Low
109772,33,Female,99,25,13,UPI,16,31,Low
109773,50,Male,97,61,11,Cash,59,18,Medium
109774,30,Female,100,98,15,Debit Card,89,45,Medium
109775,55,Male,15,54,18,Credit Card,63,31,Medium
109776,29,Male,142,95,19,Credit Card,24,47,High
109777,55,Female,67,91,19,Credit Card,95,36,High
109778,56,Male,102,89,6,Cash,73,18,Medium
109779,50,Male,98,60,15,Debit Card,49,10,Medium
109780,50,Female,91,42,21,Debit Card,59,7,Medium
109781,46,Female,43,61,14,Cash,63,38,Medium
109782,22,Male,50,32,5,Debit Card,79,45,Low
109783,23,Female,41,53,11,Cash,117,28,Medium
109784,48,Female,32,44,20,Credit Card,64,18,Medium
109785,33,Female,132,11,13,Debit Card,65,31,Low
109786,48,Female,81,47,13,Credit Card,46,9,Medium
109787,42,Male,149,90,4,Cash,48,43,Medium
109788,50,Male,72,60,9,Credit Card,10,16,Medium
109789,30,Female,44,36,23,UPI,73,40,Low
109790,27,Male,87,60,13,Cash,26,25,Medium
109791,41,Female,137,33,8,UPI,69,37,Low
109792,27,Male,96,97,20,Cash,88,30,High
109793,58,Male,31,42,11,Credit Card,92,47,Medium
109794,48,Female,148,13,19,Credit Card,24,2,Low
109795,30,Female,53,14,1,Credit Card,51,5,Low
109796,20,Male,73,58,9,UPI,52,42,Medium
109797,51,Male,116,40,2,Credit Card,97,30,Low
109798,45,Male,52,65,4,UPI,110,19,Medium
109799,36,Female,118,5,4,UPI,28,14,Low
109800,40,Male,23,30,1,Debit Card,76,27,Low
109801,49,Female,15,82,18,Debit Card,102,30,High
109802,30,Female,116,45,14,Debit Card,90,45,Medium
109803,50,Female,101,58,13,Cash,43,14,Medium
109804,51,Male,137,39,8,UPI,59,31,Low
109805,50,Female,61,12,6,Credit Card,101,36,Low
109806,22,Male,90,34,17,Debit Card,98,39,Low
109807,20,Female,24,14,23,Cash,59,30,Low
109808,24,Male,57,38,11,UPI,74,38,Low
109809,41,Male,89,16,15,Cash,67,47,Low
109810,39,Female,119,61,7,Credit Card,81,11,Medium
109811,40,Female,40,59,22,Debit Card,112,17,Medium
109812,47,Male,21,75,8,UPI,23,10,Medium
109813,35,Male,93,97,11,Cash,62,16,Medium
109814,49,Female,29,79,21,Debit Card,30,11,High
109815,24,Female,145,74,2,Debit Card,85,39,Medium
109816,50,Male,103,67,20,UPI,105,28,Medium
109817,22,Male,111,11,11,Debit Card,95,21,Low
109818,45,Female,17,11,14,Cash,92,28,Low
109819,25,Male,87,16,24,UPI,51,23,Low
109820,32,Female,45,38,13,UPI,18,46,Low
109821,21,Female,133,30,8,Debit Card,7,1,Low
109822,51,Female,89,41,12,Credit Card,73,49,Medium
109823,22,Female,31,1,21,Credit Card,18,13,Low
109824,50,Male,17,38,22,Credit Card,12,8,Low
109825,22,Female,137,98,9,Cash,111,19,Medium
109826,55,Female,69,60,10,UPI,93,24,Medium
109827,51,Male,125,19,11,Debit Card,19,40,Low
109828,43,Male,114,98,11,Credit Card,49,49,Medium
109829,18,Female,54,59,16,Debit Card,105,37,Medium
109830,21,Female,136,68,18,Credit Card,49,25,Medium
109831,56,Female,54,10,21,Credit Card,7,43,Low
109832,43,Female,44,17,9,Debit Card,113,26,Low
109833,50,Female,39,80,3,Cash,15,46,Medium
109834,50,Female,21,85,22,Debit Card,13,42,High
109835,25,Male,106,92,4,Debit Card,8,27,Medium
109836,37,Male,119,72,20,Cash,117,32,High
109837,33,Female,137,29,19,Cash,83,44,Low
109838,38,Male,95,6,10,Debit Card,95,3,Low
109839,43,Male,110,94,13,Cash,99,41,Medium
109840,40,Female,15,66,1,Credit Card,54,43,Medium
109841,35,Male,105,63,12,Cash,84,9,Medium
109842,48,Male,21,31,11,Debit Card,100,1,Low
109843,59,Female,134,25,24,Cash,102,18,Low
109844,29,Female,145,87,5,UPI,10,3,Medium
109845,18,Female,108,21,2,Cash,48,14,Low
109846,59,Male,143,16,17,Credit Card,9,32,Low
109847,26,Female,112,4,17,UPI,61,4,Low
109848,20,Male,57,46,20,Credit Card,92,37,Medium
109849,43,Female,67,8,15,Credit Card,53,21,Low
109850,26,Female,116,6,4,UPI,87,42,Low
109851,59,Female,15,53,22,Credit Card,98,27,Medium
109852,33,Female,28,64,11,UPI,80,5,Medium
109853,41,Male,136,91,23,Credit Card,73,3,High
109854,31,Male,35,51,1,Debit Card,32,22,Medium
109855,20,Female,48,63,10,Credit Card,43,20,Medium
109856,51,Male,119,88,18,UPI,38,41,High
109857,50,Female,28,6,15,Debit Card,66,44,Low
109858,41,Female,136,62,19,Debit Card,16,2,Medium
109859,26,Male,96,33,4,Cash,91,43,Low
109860,30,Male,74,2,6,Cash,73,1,Low
109861,19,Female,129,41,2,Cash,58,23,Medium
109862,24,Female,47,16,13,Debit Card,108,48,Low
109863,38,Female,63,59,2,Cash,105,25,Medium
109864,36,Male,18,9,13,Debit Card,84,26,Low
109865,42,Female,137,69,15,Cash,77,3,Medium
109866,39,Female,30,10,18,Credit Card,101,31,Low
109867,28,Female,40,94,11,Cash,41,27,Medium
109868,50,Female,84,7,5,UPI,37,13,Low
109869,49,Female,51,93,14,Cash,53,47,Medium
109870,38,Female,21,66,22,Debit Card,5,33,Medium
109871,56,Male,44,20,16,UPI,51,25,Low
109872,37,Female,88,63,14,UPI,41,16,Medium
109873,25,Female,135,4,9,Debit Card,13,47,Low
109874,59,Male,20,28,6,UPI,22,38,Low
109875,54,Male,38,72,9,UPI,106,26,Medium
109876,26,Female,135,35,5,UPI,89,47,Low
109877,42,Male,99,2,11,Cash,48,18,Low
109878,42,Female,147,41,12,UPI,82,17,Medium
109879,50,Male,103,28,17,Credit Card,107,46,Low
109880,19,Male,50,75,6,Credit Card,107,25,Medium
109881,36,Female,102,73,20,Cash,119,26,High
109882,37,Male,59,1,6,Cash,74,18,Low
109883,59,Female,24,27,15,Credit Card,67,49,Low
109884,58,Male,68,67,17,UPI,7,1,Medium
109885,59,Female,84,39,22,Credit Card,116,46,Low
109886,46,Male,99,73,3,Debit Card,116,7,Medium
109887,23,Female,46,40,19,UPI,22,30,Low
109888,34,Female,57,28,23,Credit Card,41,33,Low
109889,42,Female,132,85,2,Credit Card,24,25,Medium
109890,55,Female,135,92,9,UPI,97,25,Medium
109891,21,Male,29,24,9,UPI,40,27,Low
109892,47,Female,80,82,7,UPI,84,35,Medium
